CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
58698,POCSO,8,1,1
58698,MV,185,2,2
58698,DOWRY,3,3,3
58699,IPC,392,1,1
58700,ARMS,27,1,1
58700,IPC,354,2,2
58700,DOWRY,3,3,3
58701,IPC,447,1,1
58701,DOWRY,3,2,2
58701,SCST,3(1),3,3
58702,IT,66C,1,1
58703,POCSO,4,1,1
58703,BNS,318,2,2
58704,MV,185,1,1
58704,BNS,318,2,2
58705,BNS,305,1,1
58706,BNS,103,1,1
58706,IPC,363,2,2
58707,BNS,109,1,1
58707,NDPS,21,2,2
58708,BNS,305,1,1
58708,ARMS,25,2,2
58709,IPC,392,1,1
58710,DOWRY,4,1,1
58711,IPC,447,1,1
58712,IPC,324,1,1
58712,IPC,363,2,2
58712,IPC,420,3,3
58713,SCST,3(1),1,1
58714,POCSO,8,1,1
58714,IT,66D,2,2
58715,IPC,363,1,1
58715,ARMS,25,2,2
58715,NDPS,20,3,3
58716,MV,185,1,1
58717,BNS,305,1,1
58717,MV,184,2,2
58717,DOWRY,4,3,3
58718,IPC,307,1,1
58718,IPC,302,2,2
58718,POCSO,4,3,3
58719,IPC,420,1,1
58720,ARMS,25,1,1
58720,IPC,447,2,2
58721,IT,66C,1,1
58721,MV,184,2,2
58722,BNS,64,1,1
58722,IPC,363,2,2
58723,IPC,354,1,1
58723,IPC,302,2,2
58723,SCST,3(1),3,3
58724,IT,66C,1,1
58724,NDPS,20,2,2
58724,POCSO,4,3,3
58725,IPC,307,1,1
58725,IPC,376,2,2
58726,IPC,302,1,1
58726,SCST,3(1),2,2
58726,MV,185,3,3
58727,ARMS,27,1,1
58727,IT,66D,2,2
58728,IPC,392,1,1
58728,DOWRY,3,2,2
58728,IT,66C,3,3
58729,IPC,376,1,1
58729,EXCISE,32,2,2
58729,MV,184,3,3
58730,BNS,318,1,1
58731,IPC,324,1,1
58731,ARMS,27,2,2
58732,IPC,354,1,1
58733,ARMS,25,1,1
58734,IPC,307,1,1
58735,IPC,363,1,1
58735,EXCISE,32,2,2
58735,DOWRY,4,3,3
58736,BNS,103,1,1
58736,NDPS,20,2,2
58737,BNS,305,1,1
58737,NDPS,21,2,2
58738,ARMS,27,1,1
58738,IPC,324,2,2
58738,BNS,103,3,3
58739,IPC,392,1,1
58739,DOWRY,3,2,2
58739,IPC,324,3,3
58740,BNS,305,1,1
58740,BNS,109,2,2
58740,IPC,307,3,3
58741,IPC,363,1,1
58742,IPC,447,1,1
58742,BNS,318,2,2
58743,IPC,498A,1,1
58743,DOWRY,4,2,2
58744,IPC,392,1,1
58744,IPC,307,2,2
58745,IPC,307,1,1
58745,IT,66C,2,2
58746,DOWRY,4,1,1
58747,SCST,3(1),1,1
58747,NDPS,21,2,2
58747,POCSO,4,3,3
58748,IPC,392,1,1
58748,IPC,354,2,2
58749,IT,66C,1,1
58750,IPC,447,1,1
58750,ARMS,27,2,2
58750,EXCISE,32,3,3
58751,MV,185,1,1
58751,IPC,354,2,2
58752,IPC,420,1,1
58752,BNS,318,2,2
58752,BNS,64,3,3
58753,IPC,498A,1,1
58754,NDPS,20,1,1
58755,MV,185,1,1
58755,IPC,324,2,2
58755,IPC,447,3,3
58756,IPC,354,1,1
58756,IPC,363,2,2
58756,POCSO,8,3,3
58757,IPC,447,1,1
58757,IPC,420,2,2
58757,DOWRY,3,3,3
58758,IPC,376,1,1
58759,EXCISE,32,1,1
58759,IPC,392,2,2
58760,NDPS,21,1,1
58760,MV,184,2,2
58760,IPC,498A,3,3
58761,DOWRY,3,1,1
58761,IPC,498A,2,2
58762,NDPS,20,1,1
58763,DOWRY,4,1,1
58764,IPC,376,1,1
58765,BNS,109,1,1
58765,NDPS,21,2,2
58765,IPC,354,3,3
58766,IPC,354,1,1
58766,IPC,376,2,2
58767,IT,66C,1,1
58768,IPC,302,1,1
58768,IPC,307,2,2
58769,MV,184,1,1
58769,BNS,305,2,2
58769,BNS,318,3,3
58770,IPC,363,1,1
58771,ARMS,27,1,1
58771,POCSO,4,2,2
58771,POCSO,8,3,3
58772,EXCISE,32,1,1
58773,IPC,302,1,1
58773,BNS,318,2,2
58773,DOWRY,3,3,3
58774,DOWRY,3,1,1
58774,BNS,305,2,2
58775,DOWRY,3,1,1
58776,SCST,3(1),1,1
58776,BNS,103,2,2
58776,IPC,392,3,3
58777,DOWRY,4,1,1
58777,MV,185,2,2
58777,BNS,109,3,3
58778,IPC,392,1,1
58779,IPC,354,1,1
58779,POCSO,8,2,2
58780,BNS,64,1,1
58780,IT,66C,2,2
58780,IPC,302,3,3
58781,BNS,318,1,1
58782,IPC,324,1,1
58783,IT,66D,1,1
58783,BNS,103,2,2
58783,IPC,392,3,3
58784,IPC,420,1,1
58784,DOWRY,4,2,2
58785,BNS,109,1,1
58785,IPC,307,2,2
58786,IPC,420,1,1
58787,IPC,447,1,1
58788,IPC,302,1,1
58788,IPC,420,2,2
58788,IPC,307,3,3
58789,IPC,363,1,1
58790,IPC,376,1,1
58791,IPC,420,1,1
58791,NDPS,21,2,2
58791,IPC,447,3,3
58792,NDPS,21,1,1
58792,MV,184,2,2
58793,IT,66C,1,1
58794,DOWRY,4,1,1
58794,ARMS,27,2,2
58795,IPC,498A,1,1
58796,BNS,103,1,1
58796,POCSO,8,2,2
58797,MV,185,1,1
58797,DOWRY,4,2,2
58798,BNS,64,1,1
58798,IPC,420,2,2
58799,BNS,103,1,1
58800,NDPS,20,1,1
58800,IPC,376,2,2
58800,IT,66D,3,3
58801,IPC,498A,1,1
58801,BNS,318,2,2
58802,NDPS,20,1,1
58803,NDPS,21,1,1
58804,IT,66C,1,1
58804,IPC,307,2,2
58804,IPC,324,3,3
58805,IPC,324,1,1
58805,ARMS,27,2,2
58806,IT,66C,1,1
58806,IPC,498A,2,2
58806,IPC,376,3,3
58807,BNS,109,1,1
58807,MV,184,2,2
58808,NDPS,21,1,1
58808,ARMS,27,2,2
58809,IPC,302,1,1
58809,ARMS,27,2,2
58809,IPC,324,3,3
58810,IPC,354,1,1
58811,EXCISE,32,1,1
58811,NDPS,21,2,2
58811,IPC,302,3,3
58812,IPC,420,1,1
58813,BNS,318,1,1
58813,IT,66D,2,2
58813,DOWRY,4,3,3
58814,EXCISE,32,1,1
58815,DOWRY,3,1,1
58815,IPC,420,2,2
58816,NDPS,21,1,1
58816,BNS,103,2,2
58816,IT,66C,3,3
58817,IT,66C,1,1
58818,EXCISE,32,1,1
58818,IPC,392,2,2
58818,DOWRY,4,3,3
58819,DOWRY,4,1,1
58819,MV,184,2,2
58820,IPC,324,1,1
58820,IPC,420,2,2
58820,IPC,392,3,3
58821,BNS,109,1,1
58821,IPC,354,2,2
58821,IPC,498A,3,3
58822,POCSO,8,1,1
58823,IPC,302,1,1
58823,IPC,324,2,2
58823,IPC,354,3,3
58824,IPC,447,1,1
58825,NDPS,20,1,1
58826,BNS,109,1,1
58826,IPC,307,2,2
58826,IPC,302,3,3
58827,IPC,302,1,1
58827,POCSO,8,2,2
58828,IPC,302,1,1
58828,MV,184,2,2
58829,IPC,354,1,1
58829,MV,184,2,2
58830,POCSO,8,1,1
58830,IPC,392,2,2
58830,IT,66C,3,3
58831,BNS,305,1,1
58832,IPC,363,1,1
58832,IPC,307,2,2
58832,IT,66C,3,3
58833,SCST,3(1),1,1
58833,IPC,392,2,2
58834,BNS,318,1,1
58835,NDPS,20,1,1
58835,POCSO,8,2,2
58836,BNS,103,1,1
58836,IPC,420,2,2
58836,IPC,447,3,3
58837,BNS,305,1,1
58837,IPC,354,2,2
58837,BNS,103,3,3
58838,IPC,307,1,1
58838,EXCISE,32,2,2
58838,NDPS,20,3,3
58839,IPC,354,1,1
58839,SCST,3(1),2,2
58840,IPC,498A,1,1
58841,ARMS,27,1,1
58841,IT,66D,2,2
58841,BNS,318,3,3
58842,DOWRY,4,1,1
58843,IT,66D,1,1
58844,MV,185,1,1
58844,IPC,376,2,2
58844,ARMS,27,3,3
58845,IT,66D,1,1
58845,IPC,447,2,2
58846,IPC,498A,1,1
58847,NDPS,21,1,1
58848,BNS,109,1,1
58848,IPC,447,2,2
58849,IPC,447,1,1
58850,BNS,103,1,1
58850,EXCISE,32,2,2
58851,BNS,109,1,1
58851,EXCISE,32,2,2
58852,IT,66C,1,1
58853,NDPS,20,1,1
58853,IT,66C,2,2
58854,DOWRY,3,1,1
58854,EXCISE,32,2,2
58854,BNS,103,3,3
58855,BNS,103,1,1
58856,POCSO,4,1,1
58856,BNS,103,2,2
58857,IPC,302,1,1
58857,IT,66D,2,2
58858,BNS,103,1,1
58858,IT,66D,2,2
58858,BNS,305,3,3
58859,IPC,376,1,1
58860,IPC,498A,1,1
58860,EXCISE,32,2,2
58860,NDPS,20,3,3
58861,IT,66D,1,1
58861,IT,66C,2,2
58862,IPC,354,1,1
58862,DOWRY,4,2,2
58862,IPC,498A,3,3
58863,IPC,307,1,1
58863,POCSO,4,2,2
58863,BNS,318,3,3
58864,BNS,64,1,1
58864,BNS,103,2,2
58865,IPC,420,1,1
58866,EXCISE,32,1,1
58867,IT,66D,1,1
58867,ARMS,27,2,2
58868,POCSO,8,1,1
58868,POCSO,4,2,2
58868,MV,185,3,3
58869,MV,184,1,1
58869,IT,66D,2,2
58870,IT,66D,1,1
58871,IPC,498A,1,1
58871,ARMS,27,2,2
58872,IPC,392,1,1
58872,NDPS,20,2,2
58872,SCST,3(1),3,3
58873,IT,66D,1,1
58873,IPC,447,2,2
58873,BNS,305,3,3
58874,MV,184,1,1
58875,BNS,109,1,1
58875,DOWRY,3,2,2
58876,IPC,307,1,1
58876,POCSO,4,2,2
58877,POCSO,4,1,1
58878,BNS,103,1,1
58878,ARMS,27,2,2
58879,IPC,392,1,1
58879,IPC,363,2,2
58879,IPC,307,3,3
58880,POCSO,4,1,1
58880,IPC,363,2,2
58880,BNS,109,3,3
58881,IPC,302,1,1
58881,BNS,103,2,2
58881,BNS,109,3,3
58882,IPC,392,1,1
58882,BNS,318,2,2
58882,BNS,64,3,3
58883,POCSO,8,1,1
58884,IPC,354,1,1
58885,IPC,420,1,1
58885,POCSO,4,2,2
58885,MV,185,3,3
58886,IPC,420,1,1
58886,BNS,318,2,2
58887,NDPS,21,1,1
58888,IPC,447,1,1
58889,MV,185,1,1
58889,IT,66D,2,2
58889,IPC,354,3,3
58890,ARMS,25,1,1
58890,DOWRY,4,2,2
58890,IPC,302,3,3
58891,IPC,447,1,1
58892,NDPS,21,1,1
58893,BNS,64,1,1
58894,BNS,103,1,1
58894,IPC,363,2,2
58894,POCSO,8,3,3
58895,IPC,354,1,1
58895,NDPS,21,2,2
58896,BNS,109,1,1
58897,IPC,307,1,1
58897,MV,185,2,2
58898,SCST,3(1),1,1
58898,BNS,318,2,2
58898,IPC,376,3,3
58899,NDPS,20,1,1
58899,MV,185,2,2
58900,IPC,363,1,1
58900,BNS,305,2,2
58900,ARMS,25,3,3
58901,IPC,324,1,1
58901,DOWRY,3,2,2
58901,IPC,376,3,3
58902,IPC,363,1,1
58902,BNS,109,2,2
58903,IPC,307,1,1
58904,IT,66D,1,1
58904,IPC,447,2,2
58904,IPC,324,3,3
58905,POCSO,4,1,1
58906,BNS,318,1,1
58906,IT,66D,2,2
58907,IPC,498A,1,1
58907,NDPS,21,2,2
58907,IPC,392,3,3
58908,IT,66D,1,1
58908,IPC,324,2,2
58908,ARMS,27,3,3
58909,IPC,376,1,1
58909,MV,184,2,2
58909,IPC,302,3,3
58910,POCSO,4,1,1
58910,ARMS,25,2,2
58910,IPC,376,3,3
58911,IPC,302,1,1
58911,MV,185,2,2
58912,IPC,324,1,1
58913,ARMS,25,1,1
58914,IPC,498A,1,1
58914,NDPS,21,2,2
58915,BNS,318,1,1
58915,IPC,376,2,2
58916,IPC,307,1,1
58916,POCSO,8,2,2
58916,BNS,305,3,3
58917,BNS,64,1,1
58917,IPC,392,2,2
58918,IPC,354,1,1
58919,IPC,307,1,1
58919,IPC,498A,2,2
58920,IPC,307,1,1
58921,MV,184,1,1
58921,MV,185,2,2
58922,BNS,305,1,1
58922,IPC,392,2,2
58923,IT,66C,1,1
58924,DOWRY,3,1,1
58925,NDPS,20,1,1
58926,IPC,307,1,1
58927,IPC,363,1,1
58928,BNS,103,1,1
58928,IPC,498A,2,2
58928,NDPS,21,3,3
58929,NDPS,21,1,1
58929,IT,66C,2,2
58930,SCST,3(1),1,1
58930,POCSO,8,2,2
58931,IPC,302,1,1
58932,IPC,392,1,1
58932,MV,184,2,2
58932,IPC,498A,3,3
58933,SCST,3(1),1,1
58933,BNS,103,2,2
58934,IPC,363,1,1
58934,BNS,305,2,2
58935,IPC,376,1,1
58936,DOWRY,3,1,1
58936,IPC,363,2,2
58937,DOWRY,3,1,1
58937,BNS,64,2,2
58938,ARMS,25,1,1
58938,IPC,324,2,2
58939,BNS,109,1,1
58940,BNS,109,1,1
58941,BNS,305,1,1
58941,BNS,318,2,2
58942,IPC,324,1,1
58942,BNS,318,2,2
58942,IPC,420,3,3
58943,IPC,420,1,1
58944,IPC,498A,1,1
58945,ARMS,25,1,1
58946,IPC,498A,1,1
58946,NDPS,20,2,2
58946,MV,184,3,3
58947,IPC,498A,1,1
58948,POCSO,4,1,1
58949,IPC,307,1,1
58949,IPC,376,2,2
58949,IT,66C,3,3
58950,IPC,302,1,1
58950,IT,66C,2,2
58950,BNS,64,3,3
58951,POCSO,8,1,1
58952,DOWRY,3,1,1
58952,IT,66C,2,2
58953,POCSO,4,1,1
58953,NDPS,20,2,2
58954,IPC,324,1,1
58955,IT,66C,1,1
58955,IPC,302,2,2
58955,IPC,447,3,3
58956,BNS,318,1,1
58956,ARMS,25,2,2
58956,IPC,354,3,3
58957,BNS,305,1,1
58958,IPC,392,1,1
58959,IPC,363,1,1
58959,IPC,392,2,2
58960,DOWRY,3,1,1
58961,IPC,498A,1,1
58961,BNS,305,2,2
58961,BNS,103,3,3
58962,IPC,420,1,1
58963,IPC,447,1,1
58964,IPC,307,1,1
58964,NDPS,21,2,2
58965,IPC,376,1,1
58965,IT,66D,2,2
58965,IPC,498A,3,3
58966,EXCISE,32,1,1
58966,ARMS,27,2,2
58966,IPC,392,3,3
58967,IPC,302,1,1
58967,IPC,324,2,2
58967,BNS,103,3,3
58968,IPC,447,1,1
58969,IPC,376,1,1
58969,IPC,354,2,2
58970,POCSO,4,1,1
58971,ARMS,27,1,1
58972,BNS,103,1,1
58972,BNS,318,2,2
58972,ARMS,27,3,3
58973,IT,66D,1,1
58973,IPC,363,2,2
58973,IT,66C,3,3
58974,IPC,363,1,1
58974,ARMS,25,2,2
58974,EXCISE,32,3,3
58975,ARMS,25,1,1
58975,SCST,3(1),2,2
58975,IT,66D,3,3
58976,SCST,3(1),1,1
58976,EXCISE,32,2,2
58976,IPC,363,3,3
58977,IPC,363,1,1
58978,POCSO,8,1,1
58978,IPC,420,2,2
58979,BNS,305,1,1
58979,NDPS,20,2,2
58979,ARMS,27,3,3
58980,IPC,307,1,1
58980,BNS,318,2,2
58980,BNS,64,3,3
58981,IPC,420,1,1
58982,BNS,318,1,1
58983,IPC,420,1,1
58984,NDPS,20,1,1
58984,IPC,420,2,2
58985,NDPS,21,1,1
58985,IPC,392,2,2
58985,IPC,324,3,3
58986,NDPS,21,1,1
58987,BNS,109,1,1
58987,NDPS,21,2,2
58988,NDPS,21,1,1
58988,IT,66D,2,2
58989,IT,66C,1,1
58989,NDPS,21,2,2
58989,NDPS,20,3,3
58990,IPC,302,1,1
58990,BNS,318,2,2
58991,ARMS,27,1,1
58991,POCSO,4,2,2
58992,BNS,64,1,1
58993,IT,66D,1,1
58993,ARMS,25,2,2
58994,POCSO,8,1,1
58995,EXCISE,32,1,1
58995,IT,66C,2,2
58995,IPC,392,3,3
58996,BNS,305,1,1
58996,ARMS,25,2,2
58996,MV,185,3,3
58997,IT,66C,1,1
58997,ARMS,25,2,2
58997,IPC,302,3,3
58998,IPC,392,1,1
58998,NDPS,20,2,2
58998,IPC,498A,3,3
58999,IPC,498A,1,1
58999,DOWRY,4,2,2
58999,IPC,324,3,3
59000,SCST,3(1),1,1
59001,BNS,305,1,1
59002,IPC,324,1,1
59002,IPC,302,2,2
59003,IPC,376,1,1
59004,ARMS,27,1,1
59004,BNS,305,2,2
59005,BNS,318,1,1
59005,POCSO,4,2,2
59005,BNS,103,3,3
59006,IT,66D,1,1
59007,BNS,305,1,1
59007,IPC,307,2,2
59007,MV,185,3,3
59008,MV,185,1,1
59008,MV,184,2,2
59008,DOWRY,3,3,3
59009,IPC,392,1,1
59010,BNS,64,1,1
59010,POCSO,8,2,2
59011,BNS,318,1,1
59011,BNS,64,2,2
59012,IPC,392,1,1
59012,IPC,307,2,2
59013,ARMS,27,1,1
59013,IPC,324,2,2
59013,MV,184,3,3
59014,BNS,103,1,1
59014,IPC,363,2,2
59015,BNS,318,1,1
59015,IPC,363,2,2
59015,POCSO,4,3,3
59016,DOWRY,4,1,1
59016,BNS,318,2,2
59016,ARMS,27,3,3
59017,BNS,103,1,1
59017,POCSO,8,2,2
59017,IPC,302,3,3
59018,BNS,103,1,1
59018,BNS,305,2,2
59019,BNS,103,1,1
59020,MV,184,1,1
59021,IPC,363,1,1
59022,EXCISE,32,1,1
59022,NDPS,21,2,2
59023,ARMS,27,1,1
59023,MV,184,2,2
59024,IPC,324,1,1
59024,IPC,447,2,2
59025,BNS,64,1,1
59025,BNS,318,2,2
59026,IT,66C,1,1
59027,EXCISE,32,1,1
59027,IPC,498A,2,2
59027,NDPS,21,3,3
59028,IPC,447,1,1
59028,POCSO,8,2,2
59028,MV,184,3,3
59029,MV,185,1,1
59029,IPC,324,2,2
59029,ARMS,25,3,3
59030,MV,184,1,1
59030,BNS,103,2,2
59031,IPC,420,1,1
59031,DOWRY,4,2,2
59031,IPC,363,3,3
59032,IT,66D,1,1
59032,IPC,498A,2,2
59033,IPC,307,1,1
59033,BNS,103,2,2
59034,BNS,103,1,1
59035,POCSO,4,1,1
59035,IPC,498A,2,2
59035,BNS,109,3,3
59036,BNS,103,1,1
59037,NDPS,20,1,1
59037,DOWRY,4,2,2
59037,SCST,3(1),3,3
59038,IPC,324,1,1
59038,IPC,376,2,2
59038,IPC,354,3,3
59039,EXCISE,32,1,1
59039,MV,185,2,2
59039,IPC,498A,3,3
59040,IPC,420,1,1
59040,IPC,354,2,2
59041,IPC,392,1,1
59041,ARMS,25,2,2
59041,BNS,103,3,3
59042,IPC,392,1,1
59043,IPC,498A,1,1
59043,BNS,64,2,2
59043,POCSO,8,3,3
59044,IPC,354,1,1
59044,EXCISE,32,2,2
59045,ARMS,27,1,1
59046,IPC,376,1,1
59047,DOWRY,4,1,1
59047,IPC,302,2,2
59047,IPC,498A,3,3
59048,DOWRY,3,1,1
59048,POCSO,4,2,2
59048,IPC,498A,3,3
59049,IPC,307,1,1
59050,BNS,109,1,1
59051,BNS,109,1,1
59051,EXCISE,32,2,2
59051,DOWRY,4,3,3
59052,IPC,324,1,1
59053,BNS,109,1,1
59053,IPC,324,2,2
59053,IPC,420,3,3
59054,IPC,302,1,1
59054,MV,185,2,2
59055,MV,185,1,1
59055,BNS,103,2,2
59055,IPC,354,3,3
59056,IT,66C,1,1
59057,IPC,420,1,1
59057,NDPS,20,2,2
59057,IPC,447,3,3
59058,DOWRY,3,1,1
59058,BNS,305,2,2
59058,BNS,318,3,3
59059,POCSO,8,1,1
59059,DOWRY,3,2,2
59059,NDPS,20,3,3
59060,ARMS,27,1,1
59060,BNS,103,2,2
59061,BNS,109,1,1
59061,IT,66D,2,2
59062,DOWRY,4,1,1
59062,IPC,324,2,2
59062,SCST,3(1),3,3
59063,SCST,3(1),1,1
59063,IPC,420,2,2
59064,BNS,64,1,1
59064,BNS,305,2,2
59065,POCSO,8,1,1
59065,DOWRY,4,2,2
59065,BNS,305,3,3
59066,IPC,324,1,1
59066,MV,185,2,2
59066,ARMS,25,3,3
59067,IPC,324,1,1
59067,IT,66C,2,2
59067,NDPS,21,3,3
59068,EXCISE,32,1,1
59068,IPC,363,2,2
59068,SCST,3(1),3,3
59069,BNS,103,1,1
59069,BNS,64,2,2
59069,IPC,324,3,3
59070,POCSO,8,1,1
59071,POCSO,4,1,1
59071,BNS,109,2,2
59072,IPC,376,1,1
59073,POCSO,8,1,1
59073,BNS,64,2,2
59074,POCSO,4,1,1
59074,MV,184,2,2
59074,MV,185,3,3
59075,IPC,392,1,1
59076,POCSO,8,1,1
59076,IPC,307,2,2
59076,DOWRY,3,3,3
59077,POCSO,4,1,1
59077,DOWRY,4,2,2
59077,IPC,376,3,3
59078,IPC,302,1,1
59079,MV,185,1,1
59080,IPC,363,1,1
59081,IT,66C,1,1
59081,BNS,109,2,2
59081,DOWRY,4,3,3
59082,POCSO,4,1,1
59082,NDPS,21,2,2
59082,NDPS,20,3,3
59083,IPC,447,1,1
59084,ARMS,25,1,1
59085,DOWRY,4,1,1
59085,IPC,392,2,2
59086,NDPS,21,1,1
59087,MV,185,1,1
59087,NDPS,20,2,2
59087,BNS,103,3,3
59088,POCSO,4,1,1
59088,IT,66D,2,2
59088,ARMS,25,3,3
59089,IPC,392,1,1
59090,DOWRY,3,1,1
59090,BNS,109,2,2
59090,IPC,376,3,3
59091,POCSO,8,1,1
59091,NDPS,20,2,2
59091,NDPS,21,3,3
59092,POCSO,8,1,1
59092,BNS,103,2,2
59093,IT,66D,1,1
59093,BNS,305,2,2
59094,IPC,302,1,1
59094,POCSO,4,2,2
59094,POCSO,8,3,3
59095,MV,185,1,1
59095,POCSO,8,2,2
59096,IPC,420,1,1
59096,IPC,354,2,2
59097,BNS,103,1,1
59097,NDPS,21,2,2
59097,IPC,354,3,3
59098,IPC,498A,1,1
59098,EXCISE,32,2,2
59099,ARMS,27,1,1
59099,SCST,3(1),2,2
59099,NDPS,20,3,3
59100,BNS,318,1,1
59100,BNS,305,2,2
59101,DOWRY,3,1,1
59101,EXCISE,32,2,2
59102,BNS,305,1,1
59103,BNS,305,1,1
59103,IPC,354,2,2
59103,IPC,302,3,3
59104,IPC,307,1,1
59104,IPC,447,2,2
59104,BNS,318,3,3
59105,MV,184,1,1
59105,DOWRY,3,2,2
59105,IPC,324,3,3
59106,IPC,307,1,1
59107,DOWRY,3,1,1
59107,NDPS,20,2,2
59108,IPC,376,1,1
59108,IPC,307,2,2
59109,IT,66C,1,1
59109,DOWRY,3,2,2
59109,BNS,103,3,3
59110,POCSO,8,1,1
59110,MV,185,2,2
59111,IT,66D,1,1
59112,IPC,420,1,1
59113,BNS,103,1,1
59113,ARMS,25,2,2
59113,IPC,324,3,3
59114,DOWRY,4,1,1
59115,IPC,302,1,1
59115,IPC,354,2,2
59116,BNS,103,1,1
59116,IPC,354,2,2
59117,NDPS,20,1,1
59117,EXCISE,32,2,2
59118,DOWRY,3,1,1
59119,DOWRY,3,1,1
59119,IPC,324,2,2
59120,ARMS,27,1,1
59121,POCSO,4,1,1
59121,DOWRY,3,2,2
59122,BNS,103,1,1
59122,ARMS,27,2,2
59122,IPC,307,3,3
59123,POCSO,8,1,1
59123,DOWRY,3,2,2
59123,IT,66C,3,3
59124,IPC,354,1,1
59124,NDPS,20,2,2
59124,IT,66C,3,3
59125,BNS,305,1,1
59125,NDPS,20,2,2
59125,ARMS,27,3,3
59126,IPC,392,1,1
59126,IT,66C,2,2
59127,NDPS,20,1,1
59127,IT,66D,2,2
59127,IPC,498A,3,3
59128,POCSO,4,1,1
59128,DOWRY,4,2,2
59128,POCSO,8,3,3
59129,EXCISE,32,1,1
59130,POCSO,8,1,1
59130,IPC,498A,2,2
59131,IT,66D,1,1
59131,MV,184,2,2
59132,IPC,354,1,1
59132,IPC,498A,2,2
59132,BNS,103,3,3
59133,IPC,420,1,1
59133,IPC,354,2,2
59133,BNS,318,3,3
59134,DOWRY,4,1,1
59134,BNS,103,2,2
59134,BNS,64,3,3
59135,POCSO,8,1,1
59136,IPC,302,1,1
59136,BNS,103,2,2
59137,IPC,498A,1,1
59138,BNS,318,1,1
59138,ARMS,27,2,2
59138,IPC,324,3,3
59139,IPC,392,1,1
59139,POCSO,8,2,2
59139,IPC,420,3,3
59140,DOWRY,3,1,1
59140,IPC,392,2,2
59140,NDPS,21,3,3
59141,DOWRY,4,1,1
59141,DOWRY,3,2,2
59141,IPC,302,3,3
59142,IPC,363,1,1
59142,DOWRY,3,2,2
59143,IPC,324,1,1
59143,BNS,305,2,2
59144,IPC,420,1,1
59144,MV,185,2,2
59145,BNS,64,1,1
59146,NDPS,21,1,1
59146,IPC,302,2,2
59146,SCST,3(1),3,3
59147,NDPS,21,1,1
59148,ARMS,25,1,1
59149,IPC,392,1,1
59149,BNS,305,2,2
59149,DOWRY,3,3,3
59150,POCSO,4,1,1
59150,BNS,64,2,2
59151,BNS,305,1,1
59152,IPC,302,1,1
59152,IPC,376,2,2
59152,MV,184,3,3
59153,BNS,109,1,1
59154,ARMS,25,1,1
59154,IPC,420,2,2
59154,IPC,363,3,3
59155,IPC,447,1,1
59156,IPC,498A,1,1
59156,MV,185,2,2
59157,ARMS,27,1,1
59157,POCSO,8,2,2
59157,SCST,3(1),3,3
59158,ARMS,27,1,1
59158,NDPS,20,2,2
59158,DOWRY,4,3,3
59159,MV,185,1,1
59160,POCSO,4,1,1
59160,IPC,392,2,2
59160,NDPS,20,3,3
59161,POCSO,4,1,1
59161,NDPS,21,2,2
59161,IT,66D,3,3
59162,MV,185,1,1
59163,SCST,3(1),1,1
59164,IPC,420,1,1
59164,SCST,3(1),2,2
59165,IPC,324,1,1
59165,BNS,64,2,2
59165,IT,66C,3,3
59166,POCSO,4,1,1
59166,POCSO,8,2,2
59166,NDPS,20,3,3
59167,MV,185,1,1
59167,IT,66D,2,2
59167,IPC,376,3,3
59168,MV,185,1,1
59168,POCSO,8,2,2
59168,BNS,64,3,3
59169,DOWRY,4,1,1
59170,ARMS,27,1,1
59170,IPC,324,2,2
59171,POCSO,8,1,1
59171,IPC,363,2,2
59172,DOWRY,4,1,1
59172,IPC,307,2,2
59173,DOWRY,3,1,1
59173,IT,66C,2,2
59173,ARMS,27,3,3
59174,POCSO,4,1,1
59175,IT,66C,1,1
59176,IPC,363,1,1
59176,IPC,376,2,2
59177,MV,185,1,1
59177,SCST,3(1),2,2
59178,SCST,3(1),1,1
59179,IPC,376,1,1
59179,SCST,3(1),2,2
59179,IPC,354,3,3
59180,IPC,376,1,1
59180,ARMS,27,2,2
59180,IPC,447,3,3
59181,BNS,64,1,1
59181,IPC,354,2,2
59181,NDPS,20,3,3
59182,BNS,305,1,1
59182,DOWRY,4,2,2
59182,EXCISE,32,3,3
59183,IPC,392,1,1
59183,MV,185,2,2
59184,POCSO,4,1,1
59185,SCST,3(1),1,1
59185,DOWRY,3,2,2
59185,POCSO,8,3,3
59186,IPC,392,1,1
59186,NDPS,20,2,2
59186,NDPS,21,3,3
59187,POCSO,4,1,1
59187,POCSO,8,2,2
59187,IPC,363,3,3
59188,IT,66D,1,1
59188,NDPS,21,2,2
59188,BNS,305,3,3
59189,IPC,302,1,1
59189,POCSO,8,2,2
59189,IT,66D,3,3
59190,IPC,307,1,1
59190,IT,66D,2,2
59191,IPC,447,1,1
59191,POCSO,4,2,2
59191,NDPS,20,3,3
59192,BNS,109,1,1
59192,IPC,498A,2,2
59192,IPC,354,3,3
59193,IT,66C,1,1
59193,SCST,3(1),2,2
59193,DOWRY,4,3,3
59194,IPC,302,1,1
59194,IT,66D,2,2
59195,BNS,305,1,1
59195,IPC,324,2,2
59195,ARMS,27,3,3
59196,EXCISE,32,1,1
59196,BNS,305,2,2
59196,DOWRY,3,3,3
59197,IPC,363,1,1
59198,IPC,307,1,1
59198,IPC,447,2,2
59199,DOWRY,4,1,1
59199,IT,66C,2,2
59200,MV,184,1,1
59200,POCSO,8,2,2
