ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
23287,51011,2,2024-06-24,1,13,269,1488,36,83864,1,0
23288,51012,2,2024-03-23,1,3,62,1555,30,83866,1,0
23289,51013,2,2025-03-26,1,3,64,3676,7,83869,1,0
23290,51017,1,2025-08-20,1,10,203,5048,44,83879,1,0
23291,51017,2,2025-08-31,1,10,203,5048,44,83878,1,0
23292,51018,1,2025-12-26,1,7,144,6649,34,83880,1,0
23293,51019,1,2024-03-24,1,6,136,4162,26,83882,1,0
23294,51019,1,2024-04-24,1,6,136,4162,26,83881,1,0
23295,51021,1,2025-04-15,1,11,239,2029,29,83885,1,0
23296,51023,2,2026-02-20,1,10,215,6825,17,83889,1,0
23297,51024,2,2026-03-22,1,14,285,6619,20,83890,1,0
23298,51027,1,2026-04-15,1,16,331,7290,39,83898,1,0
23299,51033,2,2025-08-12,1,2,36,3475,35,83906,1,0
23300,51040,2,2026-06-21,1,8,167,4444,42,83915,1,0
23301,51041,1,2024-09-03,1,14,278,4829,13,83917,1,0
23302,51041,1,2024-08-28,1,14,278,4829,13,83918,1,0
23303,51047,2,2024-03-30,1,11,233,2290,28,83927,1,0
23304,51047,1,2024-03-07,1,11,233,2290,28,83926,1,0
23305,51048,2,2024-09-20,1,10,219,5825,4,83928,1,0
23306,51049,2,2024-04-21,1,2,43,7703,6,83929,1,0
23307,51051,1,2024-07-30,1,2,39,1705,40,83934,1,0
23308,51053,2,2024-11-28,1,14,291,3471,36,83938,1,0
23309,51064,2,2025-01-15,1,5,104,557,8,83958,1,0
23310,51067,2,2024-10-21,1,1,1,5679,10,83963,1,0
23311,51068,2,2026-04-21,1,7,145,7630,33,83965,1,0
23312,51068,2,2026-04-28,1,7,145,7630,33,83964,1,0
23313,51070,1,2025-03-05,1,10,206,6858,2,83966,1,0
23314,51071,1,2026-07-28,1,9,187,7449,1,83968,1,0
23315,51079,1,2025-06-23,1,8,177,5887,6,83978,1,0
23316,51081,1,2024-10-01,1,6,122,4844,12,83981,1,0
23317,51087,2,2024-07-09,1,2,46,7054,10,83992,1,0
23318,51088,1,2024-07-31,1,14,291,147,25,83994,1,0
23319,51090,2,2025-08-16,1,2,31,776,25,83996,1,0
23320,51091,2,2025-07-20,1,16,323,7861,40,83999,1,0
23321,51091,2,2025-07-18,1,16,323,7861,40,84001,1,0
23322,51099,2,2024-10-14,1,5,105,979,3,84018,1,0
23323,51102,1,2024-10-31,1,4,72,2152,13,84025,1,0
23324,51102,2,2024-10-24,1,4,72,2152,13,84023,1,0
23325,51108,1,2025-04-14,1,15,313,253,10,84038,1,0
23326,51108,2,2025-04-20,1,15,313,253,10,84037,1,0
23327,51110,2,2026-04-02,1,2,33,33,20,84041,1,0
23328,51110,2,2026-03-21,1,2,33,33,20,84042,1,0
23329,51111,2,2025-08-12,1,9,190,2014,42,84044,1,0
23330,51112,1,2024-06-08,1,5,97,5635,43,84047,1,0
23331,51115,1,2025-06-01,1,15,307,6296,15,84051,1,0
23332,51118,2,2024-09-19,1,3,60,7759,17,84058,1,0
23333,51120,1,2025-01-01,1,16,330,636,30,84062,1,0
23334,51121,1,2025-09-23,1,15,313,6632,42,84063,1,0
23335,51121,2,2025-09-27,1,15,313,6632,42,84064,1,0
23336,51122,2,2026-02-04,1,6,138,385,40,84065,1,0
23337,51123,1,2026-04-03,1,11,237,7453,44,84067,1,0
23338,51123,2,2026-03-22,1,11,237,7453,44,84066,1,0
23339,51125,2,2025-11-08,1,15,314,6384,44,84070,1,0
23340,51127,2,2024-07-29,1,11,229,6400,21,84074,1,0
23341,51132,2,2024-02-20,1,13,260,4843,10,84077,1,0
23342,51134,2,2024-07-24,1,2,27,4832,39,84079,1,0
23343,51136,2,2026-04-11,1,13,263,1162,19,84083,1,0
23344,51137,2,2026-05-15,1,5,114,1625,38,84087,1,0
23345,51137,2,2026-04-15,1,5,114,1625,38,84084,1,0
23346,51140,2,2025-03-31,1,14,277,6409,13,84090,1,0
23347,51141,1,2026-03-04,1,11,222,6044,37,84092,1,0
23348,51143,2,2025-02-24,1,2,26,4950,46,84094,1,0
23349,51149,1,2026-07-14,1,9,181,1200,31,84102,1,0
23350,51152,2,2025-02-17,1,4,69,7092,19,84106,1,0
23351,51154,1,2025-05-19,1,7,162,7861,10,84110,1,0
23352,51154,2,2025-06-04,1,7,162,7861,10,84109,1,0
23353,51155,2,2024-12-04,1,4,81,6668,48,84111,1,1
23354,51157,2,2024-09-12,1,10,206,5081,33,84114,1,0
23355,51160,2,2026-04-14,1,10,218,5385,22,84122,1,0
23356,51160,1,2026-03-07,1,10,218,5385,22,84123,1,1
23357,51165,1,2024-04-12,1,13,273,3214,23,84134,1,0
23358,51165,2,2024-04-03,1,13,273,3214,23,84136,1,0
23359,51167,1,2026-06-07,1,10,219,7126,46,84138,1,0
23360,51169,1,2026-07-06,1,2,27,6235,4,84140,1,0
23361,51171,2,2025-06-18,1,4,74,3970,23,84142,1,0
23362,51177,1,2026-02-03,1,1,18,4846,48,84151,1,0
23363,51178,2,2024-01-08,1,12,241,1768,48,84152,1,0
23364,51179,1,2025-01-21,1,5,109,5498,9,84153,1,0
23365,51180,1,2024-11-30,1,13,266,3947,23,84154,1,0
23366,51180,1,2024-12-27,1,13,266,3947,23,84155,1,0
23367,51183,2,2025-07-17,1,5,94,6889,35,84162,1,0
23368,51184,1,2026-08-14,1,3,61,2411,37,84163,1,0
23369,51184,1,2026-07-08,1,3,61,2411,37,84165,1,0
23370,51186,2,2025-02-17,1,5,99,124,41,84168,1,1
23371,51189,1,2024-10-22,1,3,61,6414,42,84176,1,0
23372,51197,2,2024-05-04,1,8,170,113,13,84188,1,0
23373,51200,2,2024-10-14,1,3,52,7851,36,84191,1,0
23374,51201,1,2025-05-02,1,10,218,462,18,84194,1,0
23375,51202,2,2026-04-09,1,9,181,5808,44,84195,1,0
23376,51203,1,2025-11-06,1,11,238,4399,12,84196,1,0
23377,51208,2,2025-09-20,1,12,246,4835,27,84202,1,0
23378,51209,2,2025-02-26,1,8,168,3035,39,84205,1,0
23379,51209,1,2025-02-10,1,8,168,3035,39,84203,1,0
23380,51211,2,2024-10-19,1,3,51,998,36,84210,1,0
23381,51214,2,2025-07-09,1,13,273,1351,4,84217,1,0
23382,51219,1,2024-04-08,1,10,217,2852,1,84226,1,0
23383,51223,1,2024-02-08,1,2,44,2678,23,84231,1,0
23384,51224,1,2025-02-08,1,12,241,7065,1,84232,1,0
23385,51226,1,2024-04-16,1,4,89,5146,17,84234,1,1
23386,51228,1,2025-04-18,1,6,135,794,11,84238,1,0
23387,51229,2,2026-05-11,1,11,234,5904,44,84239,1,0
23388,51229,2,2026-05-01,1,11,234,5904,44,84240,1,0
23389,51230,1,2025-04-29,1,9,197,2475,20,84241,1,0
23390,51237,2,2025-11-10,1,2,29,4626,21,84250,1,0
23391,51239,2,2025-11-14,1,11,238,7458,21,84254,1,0
23392,51243,2,2024-05-15,1,13,264,1301,22,84260,1,0
23393,51244,2,2026-01-10,1,4,81,2595,23,84263,1,0
23394,51246,1,2024-11-04,1,15,307,3251,12,84265,1,0
23395,51251,1,2024-12-30,1,6,122,2370,40,84271,1,0
23396,51252,2,2025-08-26,1,9,197,5979,35,84272,1,0
23397,51253,2,2026-02-13,1,1,19,6970,34,84273,1,0
23398,51255,1,2025-07-20,1,11,240,146,45,84276,1,0
23399,51255,2,2025-07-30,1,11,240,146,45,84277,1,0
23400,51256,1,2025-01-22,1,10,213,187,4,84278,1,1
23401,51256,1,2025-01-27,1,10,213,187,4,84279,1,0
23402,51257,1,2024-07-31,1,7,152,968,7,84280,1,0
23403,51259,2,2024-02-10,1,16,336,1344,25,84282,1,0
23404,51260,2,2025-09-05,1,13,264,316,42,84283,1,0
23405,51267,1,2026-07-29,1,15,304,3536,21,84296,1,0
23406,51271,2,2026-01-27,1,10,218,7029,47,84304,1,0
23407,51271,1,2026-03-08,1,10,218,7029,47,84303,1,0
23408,51272,1,2025-02-06,1,12,252,5780,24,84306,1,0
23409,51272,2,2025-01-11,1,12,252,5780,24,84305,1,0
23410,51278,2,2025-09-30,1,16,328,84,48,84317,1,0
23411,51279,1,2026-02-27,1,14,287,5337,37,84319,1,0
23412,51279,2,2026-04-14,1,14,287,5337,37,84318,1,0
23413,51280,1,2024-09-27,1,4,79,1883,44,84321,1,0
23414,51281,1,2025-07-23,1,1,20,4407,9,84322,1,0
23415,51282,2,2024-09-19,1,6,122,5293,39,84323,1,0
23416,51283,1,2025-09-18,1,5,104,6182,33,84324,1,1
23417,51284,1,2025-08-20,1,12,254,1387,6,84325,1,0
23418,51285,2,2024-10-09,1,5,105,4780,46,84326,1,0
23419,51286,2,2024-10-30,1,11,232,1525,27,84327,1,0
23420,51287,1,2025-04-25,1,10,217,7624,16,84328,1,0
23421,51291,1,2025-09-19,1,4,81,4918,24,84334,1,0
23422,51296,2,2024-06-16,1,10,208,7852,25,84341,1,0
23423,51297,1,2024-08-17,1,4,72,914,5,84343,1,0
23424,51301,2,2026-02-26,1,1,3,3403,46,84348,1,0
23425,51302,1,2026-01-08,1,16,333,1961,18,84349,1,0
23426,51313,2,2025-03-05,1,7,158,909,43,84367,1,0
23427,51313,1,2025-02-13,1,7,158,909,43,84366,1,0
23428,51315,2,2026-04-01,1,11,225,857,32,84370,1,0
23429,51318,1,2025-10-21,1,11,234,612,30,84373,1,0
23430,51327,1,2024-10-13,1,6,131,465,21,84392,1,0
23431,51329,1,2025-08-23,1,14,283,7021,5,84394,1,0
23432,51331,1,2024-10-13,1,9,196,5549,21,84396,1,0
23433,51336,1,2024-05-14,1,1,23,7540,36,84402,1,0
23434,51336,1,2024-05-28,1,1,23,7540,36,84401,1,0
23435,51338,1,2025-08-14,1,14,293,1706,12,84404,1,0
23436,51339,2,2026-01-23,1,10,205,3531,34,84406,1,0
23437,51340,2,2025-02-10,1,6,122,256,20,84407,1,0
23438,51341,1,2025-02-18,1,9,179,3774,2,84408,1,0
23439,51343,2,2025-03-04,1,7,149,1443,25,84410,1,0
23440,51344,2,2024-06-24,1,11,239,262,15,84412,1,0
23441,51344,1,2024-05-10,1,11,239,262,15,84411,1,0
23442,51345,1,2025-05-02,1,7,155,4025,25,84413,1,0
23443,51351,2,2024-07-28,1,8,176,987,21,84419,1,0
23444,51352,2,2024-04-09,1,9,192,5546,3,84422,1,0
23445,51353,2,2026-05-22,1,5,104,6417,37,84424,1,0
23446,51355,2,2024-12-07,1,6,124,805,3,84428,1,0
23447,51358,2,2024-09-19,1,6,125,6095,16,84432,1,0
23448,51360,2,2025-09-25,1,11,222,481,14,84434,1,1
23449,51363,2,2024-11-24,1,5,99,6342,43,84439,1,0
23450,51366,2,2024-07-13,1,5,106,7641,23,84442,1,0
23451,51368,2,2025-12-26,1,12,248,816,26,84447,1,0
23452,51368,1,2025-11-06,1,12,248,816,26,84446,1,0
23453,51372,1,2025-06-25,1,14,285,7598,42,84454,1,0
23454,51373,1,2025-12-21,1,13,260,2973,40,84455,1,0
23455,51373,2,2025-11-13,1,13,260,2973,40,84456,1,0
23456,51374,2,2025-10-08,1,14,282,7935,43,84457,1,0
23457,51377,1,2025-08-23,1,3,67,2933,7,84459,1,0
23458,51380,2,2025-12-08,1,12,245,6597,29,84463,1,0
23459,51381,1,2025-09-26,1,11,234,988,42,84465,1,0
23460,51384,2,2025-10-23,1,2,33,1732,14,84470,1,1
23461,51384,1,2025-11-04,1,2,33,1732,14,84471,1,0
23462,51385,1,2025-05-14,1,10,200,6786,25,84473,1,0
23463,51385,1,2025-07-03,1,10,200,6786,25,84474,1,0
23464,51386,1,2026-03-30,1,9,198,6258,41,84475,1,0
23465,51387,2,2025-12-21,1,12,255,3563,30,84478,1,0
23466,51393,2,2025-09-17,1,6,121,5029,44,84486,1,0
23467,51394,1,2026-02-13,1,9,198,7829,1,84488,1,0
23468,51395,2,2024-08-03,1,4,75,6416,43,84490,1,0
23469,51397,2,2025-12-02,1,2,31,7643,12,84495,1,0
23470,51401,2,2025-11-26,1,4,84,2904,24,84501,1,0
23471,51405,1,2025-01-25,1,7,148,1425,22,84504,1,0
23472,51410,2,2025-07-04,1,8,166,7409,3,84516,1,1
23473,51410,1,2025-08-08,1,8,166,7409,3,84517,1,1
23474,51412,1,2026-03-15,1,1,11,7675,32,84520,1,0
23475,51415,1,2024-07-31,1,6,120,3536,46,84526,1,0
23476,51418,1,2024-03-13,1,4,75,2235,37,84531,1,0
23477,51426,1,2025-02-21,1,8,164,4226,4,84541,1,0
23478,51426,2,2025-03-01,1,8,164,4226,4,84542,1,0
23479,51427,2,2025-02-01,1,13,263,5129,46,84543,1,0
23480,51429,2,2024-12-10,1,13,260,3278,33,84547,1,0
23481,51429,2,2024-12-15,1,13,260,3278,33,84548,1,0
23482,51432,1,2024-12-20,1,1,25,3218,16,84551,1,0
23483,51437,1,2024-05-25,1,12,241,2834,3,84561,1,0
23484,51443,1,2026-02-01,1,5,100,2602,5,84576,1,0
23485,51444,1,2026-01-17,1,14,297,218,29,84577,1,0
23486,51446,1,2026-06-29,1,3,65,7011,41,84582,1,0
23487,51449,2,2025-02-19,1,4,69,4518,36,84589,1,0
23488,51450,2,2025-12-03,1,12,247,6922,18,84592,1,0
23489,51450,2,2026-01-11,1,12,247,6922,18,84595,1,0
23490,51454,1,2025-03-06,1,1,11,4775,29,84601,1,0
23491,51454,2,2025-01-26,1,1,11,4775,29,84602,1,0
23492,51456,2,2024-04-14,1,7,147,3397,19,84604,1,0
23493,51456,2,2024-03-12,1,7,147,3397,19,84603,1,0
23494,51457,2,2025-03-20,1,6,124,4548,42,84606,1,0
23495,51462,2,2025-05-08,1,2,41,1185,11,84609,1,0
23496,51467,2,2025-11-24,1,2,35,262,18,84616,1,0
23497,51467,2,2025-12-20,1,2,35,262,18,84615,1,0
23498,51468,2,2024-02-23,1,9,193,6928,13,84617,1,0
23499,51468,1,2024-01-20,1,9,193,6928,13,84619,1,0
23500,51470,1,2024-08-09,1,14,277,2164,43,84621,1,0
23501,51472,1,2025-08-29,1,9,185,3810,20,84624,1,0
23502,51473,2,2024-02-28,1,14,288,1904,48,84627,1,0
23503,51476,2,2025-07-19,1,13,271,6423,38,84633,1,0
23504,51476,2,2025-08-22,1,13,271,6423,38,84632,1,0
23505,51477,1,2026-07-09,1,11,239,6759,46,84634,1,0
23506,51480,1,2026-07-20,1,7,160,4260,21,84638,1,0
23507,51482,2,2025-04-12,1,2,29,3411,7,84641,1,0
23508,51489,1,2026-07-08,1,2,41,3227,43,84655,1,0
23509,51492,2,2025-12-27,1,13,267,3945,39,84658,1,0
23510,51493,2,2026-03-24,1,12,248,7572,29,84660,1,0
23511,51498,2,2025-04-06,1,14,290,1245,30,84666,1,0
23512,51498,1,2025-04-02,1,14,290,1245,30,84667,1,0
23513,51501,1,2026-04-06,1,7,147,1224,43,84671,1,0
23514,51505,1,2026-06-18,1,8,178,4192,41,84680,1,0
23515,51508,2,2024-09-28,1,3,52,2681,39,84683,1,0
23516,51509,2,2025-01-27,1,2,26,5437,19,84687,1,1
23517,51509,1,2025-02-16,1,2,26,5437,19,84686,1,0
23518,51510,2,2025-08-20,1,1,4,309,27,84688,1,0
23519,51510,1,2025-07-30,1,1,4,309,27,84689,1,0
23520,51518,2,2025-04-28,1,9,195,5118,23,84703,1,0
23521,51522,2,2025-01-15,1,10,209,1910,30,84709,1,0
23522,51522,2,2025-02-15,1,10,209,1910,30,84710,1,0
23523,51523,2,2025-10-25,1,14,284,3932,43,84711,1,0
23524,51524,2,2024-07-25,1,13,260,3079,20,84714,1,0
23525,51527,2,2026-01-15,1,9,198,318,1,84718,1,0
23526,51532,2,2024-04-11,1,7,146,6637,38,84724,1,0
23527,51535,1,2026-03-11,1,8,172,1318,9,84729,1,0
23528,51538,1,2025-11-26,1,7,156,4237,23,84737,1,0
23529,51538,1,2025-11-27,1,7,156,4237,23,84735,1,1
23530,51540,2,2026-02-14,1,4,73,5096,3,84740,1,0
23531,51541,1,2025-08-13,1,8,176,5439,12,84742,1,0
23532,51543,1,2026-05-01,1,7,151,4672,8,84745,1,0
23533,51543,2,2026-04-22,1,7,151,4672,8,84746,1,0
23534,51545,2,2025-03-22,1,2,39,630,44,84748,1,0
23535,51553,2,2024-12-17,1,4,72,7339,29,84757,1,0
23536,51559,1,2024-03-13,1,6,139,4687,23,84771,1,0
23537,51560,1,2025-10-17,1,4,90,5416,23,84772,1,0
23538,51560,1,2025-10-06,1,4,90,5416,23,84773,1,0
23539,51564,2,2024-11-06,1,5,114,6031,48,84779,1,0
23540,51564,2,2024-11-08,1,5,114,6031,48,84778,1,0
23541,51565,2,2026-08-17,1,7,153,375,45,84780,1,0
23542,51565,1,2026-07-02,1,7,153,375,45,84781,1,0
23543,51566,1,2024-07-07,1,3,51,7952,35,84782,1,0
23544,51569,2,2025-06-30,1,11,233,2494,10,84783,1,0
23545,51569,1,2025-07-16,1,11,233,2494,10,84785,1,1
23546,51571,1,2025-11-06,1,8,177,4510,19,84788,1,0
23547,51574,2,2025-05-18,1,4,80,616,6,84797,1,1
23548,51574,1,2025-03-25,1,4,80,616,6,84798,1,0
23549,51576,1,2025-05-31,1,2,41,5696,43,84801,1,0
23550,51579,2,2024-02-17,1,12,245,6721,9,84808,1,0
23551,51580,1,2024-12-30,1,10,201,2030,42,84809,1,0
23552,51582,1,2024-03-21,1,14,297,2296,43,84814,1,0
23553,51587,2,2026-04-21,1,6,128,6429,6,84819,1,0
23554,51590,2,2026-07-21,1,10,205,7512,6,84822,1,0
23555,51590,1,2026-07-23,1,10,205,7512,6,84821,1,0
23556,51594,1,2024-10-20,1,4,78,4156,42,84827,1,0
23557,51595,2,2025-12-04,1,5,102,6135,7,84828,1,0
23558,51599,1,2024-02-29,1,3,66,1952,27,84835,1,0
23559,51599,1,2024-04-25,1,3,66,1952,27,84836,1,0
23560,51602,1,2025-10-29,1,3,50,1309,39,84839,1,0
23561,51602,1,2025-11-08,1,3,50,1309,39,84840,1,0
23562,51603,1,2024-10-27,1,16,334,2933,42,84841,1,0
23563,51603,2,2024-11-12,1,16,334,2933,42,84842,1,0
23564,51608,2,2026-03-16,1,6,125,4048,29,84850,1,0
23565,51609,1,2025-05-26,1,2,48,5503,27,84853,1,0
23566,51613,2,2025-02-10,1,10,209,3654,30,84862,1,0
23567,51615,1,2024-09-07,1,4,70,2914,30,84865,1,0
23568,51615,2,2024-08-20,1,4,70,2914,30,84866,1,0
23569,51617,1,2025-02-23,1,11,239,1266,36,84870,1,0
23570,51617,1,2025-03-16,1,11,239,1266,36,84869,1,0
23571,51618,1,2026-06-05,1,1,19,7711,10,84871,1,0
23572,51619,1,2026-04-06,1,12,243,3322,25,84872,1,0
23573,51623,2,2024-12-24,1,15,315,1891,21,84882,1,0
23574,51624,1,2025-06-14,1,1,4,7314,38,84885,1,0
23575,51625,1,2024-12-18,1,14,297,94,4,84887,1,0
23576,51626,1,2024-12-11,1,6,120,4530,32,84888,1,0
23577,51628,1,2025-02-22,1,9,191,2201,6,84892,1,0
23578,51634,1,2025-09-16,1,16,322,7341,12,84901,1,0
23579,51634,2,2025-09-05,1,16,322,7341,12,84900,1,0
23580,51636,1,2025-08-22,1,9,181,7227,36,84905,1,0
23581,51637,1,2026-02-19,1,2,43,3937,26,84906,1,0
23582,51638,2,2026-03-26,1,1,21,3396,17,84907,1,0
23583,51641,2,2024-10-27,1,6,115,6664,4,84914,1,0
23584,51642,2,2024-02-14,1,16,321,1552,26,84916,1,0
23585,51647,1,2024-01-29,1,11,231,1904,4,84922,1,0
23586,51648,2,2025-01-22,1,10,219,5357,35,84924,1,0
23587,51648,1,2024-12-31,1,10,219,5357,35,84923,1,0
23588,51649,1,2026-05-11,1,9,191,2757,22,84925,1,0
23589,51651,2,2025-01-09,1,15,315,5612,47,84930,1,0
23590,51651,2,2025-02-26,1,15,315,5612,47,84927,1,0
23591,51653,2,2026-07-28,1,1,9,5434,44,84934,1,0
23592,51655,2,2025-02-15,1,9,185,1449,15,84936,1,0
23593,51660,1,2024-04-23,1,16,318,5969,14,84948,1,0
23594,51661,2,2026-01-12,1,7,157,4994,47,84951,1,0
23595,51664,1,2025-09-05,1,1,13,6275,46,84956,1,0
23596,51665,1,2024-09-12,1,8,174,7366,7,84959,1,0
23597,51670,2,2026-08-01,1,5,110,2277,31,84970,1,0
23598,51670,2,2026-06-27,1,5,110,2277,31,84969,1,0
23599,51671,2,2026-05-18,1,6,115,3838,16,84971,1,0
23600,51671,1,2026-07-01,1,6,115,3838,16,84972,1,0
23601,51672,2,2026-05-23,1,4,85,2325,14,84975,1,0
23602,51673,1,2025-04-18,1,14,292,318,19,84976,1,0
23603,51673,1,2025-04-27,1,14,292,318,19,84977,1,0
23604,51674,1,2025-08-07,1,7,161,5186,5,84979,1,0
23605,51674,2,2025-08-20,1,7,161,5186,5,84978,1,0
23606,51675,2,2026-06-21,1,15,303,4922,34,84981,1,0
23607,51676,2,2024-11-28,1,1,18,3465,42,84982,1,0
23608,51680,2,2024-11-11,1,2,48,770,41,84988,1,0
23609,51685,2,2024-12-19,1,1,25,6194,20,84996,1,0
23610,51685,2,2025-01-07,1,1,25,6194,20,84995,1,0
23611,51689,1,2025-01-16,1,12,252,7749,12,85002,1,0
23612,51689,2,2025-01-05,1,12,252,7749,12,85001,1,0
23613,51691,2,2025-11-06,1,4,75,3177,39,85004,1,0
23614,51692,2,2025-05-08,1,5,104,5126,24,85005,1,0
23615,51694,1,2024-11-17,1,12,245,6280,39,85009,1,0
23616,51695,2,2025-06-14,1,14,288,1367,11,85011,1,0
23617,51699,1,2024-12-12,1,5,101,6183,35,85017,1,0
23618,51699,2,2024-10-27,1,5,101,6183,35,85016,1,0
23619,51702,1,2025-03-08,1,8,171,4005,27,85020,1,0
23620,51704,1,2025-04-27,1,15,308,4631,3,85021,1,0
23621,51707,1,2026-05-17,1,11,221,7409,22,85025,1,0
23622,51707,2,2026-05-10,1,11,221,7409,22,85026,1,0
23623,51709,2,2024-10-05,1,5,97,2492,27,85030,1,0
23624,51710,1,2026-05-06,1,9,196,2620,23,85031,1,0
23625,51713,1,2024-10-02,1,2,38,4230,22,85037,1,0
23626,51713,1,2024-08-27,1,2,38,4230,22,85038,1,0
23627,51718,2,2026-03-15,1,5,100,4128,36,85050,1,0
23628,51721,1,2024-09-10,1,15,304,7580,30,85057,1,0
23629,51723,2,2024-01-22,1,9,186,7875,2,85059,1,0
23630,51723,2,2024-02-11,1,9,186,7875,2,85061,1,0
23631,51724,2,2026-02-25,1,14,296,6362,36,85062,1,0
23632,51726,2,2025-06-13,1,9,197,4189,34,85066,1,0
23633,51726,1,2025-07-18,1,9,197,4189,34,85067,1,1
23634,51732,1,2025-03-10,1,3,68,5710,8,85078,1,0
23635,51735,2,2026-06-27,1,6,137,4095,10,85084,1,0
23636,51736,2,2024-02-24,1,11,223,3274,31,85086,1,0
23637,51737,1,2026-05-31,1,1,20,3857,11,85087,1,0
23638,51744,1,2026-03-25,1,2,31,4481,37,85098,1,0
23639,51746,1,2024-12-07,1,16,326,6076,13,85101,1,0
23640,51754,1,2025-03-26,1,7,160,469,14,85112,1,0
23641,51754,1,2025-03-25,1,7,160,469,14,85113,1,0
23642,51757,2,2024-04-04,1,14,291,292,25,85119,1,0
23643,51757,1,2024-04-04,1,14,291,292,25,85118,1,0
23644,51763,2,2024-12-14,1,5,108,259,26,85128,1,0
23645,51763,2,2024-12-20,1,5,108,259,26,85129,1,0
23646,51766,2,2026-02-10,1,4,86,2308,22,85134,1,0
23647,51772,2,2025-11-24,1,12,243,2242,36,85141,1,0
23648,51775,2,2025-08-05,1,15,311,6730,42,85146,1,0
23649,51775,2,2025-08-24,1,15,311,6730,42,85147,1,0
23650,51778,2,2026-05-29,1,13,260,1518,32,85150,1,0
23651,51779,2,2024-01-27,1,16,322,3645,5,85153,1,0
23652,51782,1,2024-07-17,1,6,120,6764,12,85161,1,0
23653,51787,2,2025-04-08,1,15,302,4830,37,85168,1,0
23654,51788,2,2026-06-15,1,15,306,2836,39,85170,1,0
23655,51792,1,2025-05-26,1,8,174,831,25,85173,1,0
23656,51796,2,2026-05-30,1,4,87,3297,46,85178,1,0
23657,51798,1,2024-08-04,1,10,202,4570,12,85182,1,0
23658,51798,2,2024-09-20,1,10,202,4570,12,85181,1,0
23659,51799,2,2024-04-09,1,13,259,7384,30,85183,1,0
23660,51800,1,2025-10-06,1,1,11,7003,46,85185,1,0
23661,51800,1,2025-09-24,1,1,11,7003,46,85186,1,0
23662,51804,1,2024-04-23,1,12,255,1381,9,85192,1,0
23663,51805,2,2024-03-09,1,5,113,2728,31,85193,1,0
23664,51807,1,2024-12-07,1,13,265,2151,41,85198,1,0
23665,51808,1,2026-07-21,1,7,154,6525,42,85200,1,0
23666,51809,2,2025-02-14,1,4,85,4071,18,85202,1,0
23667,51809,2,2025-02-01,1,4,85,4071,18,85201,1,0
23668,51810,2,2026-05-27,1,12,242,1635,29,85203,1,0
23669,51819,1,2024-08-09,1,12,255,4194,13,85217,1,0
23670,51821,2,2025-01-23,1,16,326,3183,47,85218,1,0
23671,51825,1,2025-09-11,1,8,163,6844,18,85221,1,0
23672,51832,2,2024-12-22,1,6,132,4550,23,85229,1,0
23673,51832,2,2025-01-28,1,6,132,4550,23,85228,1,0
23674,51835,2,2024-12-19,1,11,220,2378,14,85233,1,0
23675,51835,1,2024-12-16,1,11,220,2378,14,85232,1,0
23676,51841,1,2024-04-13,1,9,179,5284,24,85240,1,0
23677,51842,1,2024-02-18,1,13,272,14,42,85242,1,0
23678,51856,2,2026-01-21,1,6,133,1891,44,85261,1,0
23679,51856,1,2026-02-23,1,6,133,1891,44,85262,1,0
23680,51861,1,2024-10-28,1,12,249,2611,4,85272,1,0
23681,51866,1,2025-08-05,1,8,175,1186,33,85276,1,0
23682,51871,2,2026-04-10,1,14,293,3562,14,85282,1,1
23683,51872,1,2024-10-01,1,6,129,6656,13,85283,1,0
23684,51875,1,2024-06-12,1,7,157,5324,31,85286,1,0
23685,51875,2,2024-07-03,1,7,157,5324,31,85288,1,0
23686,51878,2,2024-04-14,1,15,314,6665,16,85291,1,0
23687,51878,1,2024-04-19,1,15,314,6665,16,85292,1,0
23688,51879,1,2024-06-19,1,13,261,6173,12,85294,1,0
23689,51884,2,2024-05-08,1,5,111,56,39,85303,1,0
23690,51885,2,2026-02-17,1,4,71,1715,29,85305,1,0
23691,51893,2,2026-05-16,1,7,154,7497,2,85321,1,0
23692,51895,1,2025-11-27,1,1,7,2192,35,85323,1,0
23693,51899,2,2024-11-16,1,6,126,4000,2,85330,1,0
23694,51901,1,2026-06-02,1,3,61,3844,8,85332,1,0
23695,51904,2,2025-12-14,1,4,73,257,38,85337,1,0
23696,51906,1,2025-10-13,1,2,29,4301,30,85338,1,0
23697,51907,1,2024-01-24,1,2,27,3490,12,85339,1,0
23698,51909,1,2025-04-30,1,4,93,2086,22,85341,1,0
23699,51910,2,2025-10-20,1,13,274,5687,47,85343,1,0
23700,51911,2,2024-09-05,1,5,102,4799,44,85345,1,0
23701,51911,1,2024-09-16,1,5,102,4799,44,85346,1,0
23702,51913,1,2025-02-14,1,10,209,5983,8,85348,1,0
23703,51916,1,2024-04-21,1,5,105,4341,40,85351,1,0
23704,51917,2,2025-11-14,1,1,17,7940,40,85352,1,1
23705,51919,2,2024-09-02,1,2,26,6318,16,85355,1,0
23706,51920,2,2025-01-08,1,7,156,5943,35,85358,1,0
23707,51921,1,2026-03-16,1,14,286,3663,35,85359,1,0
23708,51922,2,2025-06-10,1,3,66,1824,27,85360,1,0
