CSID,CaseMasterID,csdate,cstype,PolicePersonID
23838,59369,2024-08-24 16:27:00,A,3921
23839,59371,2024-11-12 18:49:00,A,6194
23840,59373,2025-09-20 17:47:00,A,3945
23841,59375,2024-10-01 08:43:00,A,2481
23842,59377,2024-09-27 14:47:00,B,2165
23843,59381,2025-08-18 18:38:00,C,5557
23844,59385,2026-02-05 08:55:00,C,805
23845,59386,2025-07-03 05:52:00,A,3160
23846,59389,2026-03-03 05:13:00,A,2947
23847,59390,2025-08-31 04:23:00,A,7312
23848,59392,2024-07-08 01:54:00,A,7
23849,59396,2026-05-15 03:28:00,A,2866
23850,59397,2026-05-20 04:18:00,C,4452
23851,59400,2026-04-30 05:52:00,A,5946
23852,59401,2025-09-26 03:11:00,A,2647
23853,59402,2025-11-09 08:23:00,C,3693
23854,59403,2025-11-04 09:50:00,A,6215
23855,59405,2024-06-30 12:46:00,A,7923
23856,59407,2026-05-15 22:06:00,A,4489
23857,59409,2024-07-18 18:29:00,C,413
23858,59411,2026-06-14 03:19:00,A,1838
23859,59413,2025-05-11 05:39:00,A,6735
23860,59415,2024-03-27 04:51:00,B,6015
23861,59417,2025-02-12 05:16:00,C,2399
23862,59422,2024-11-25 10:13:00,A,4442
23863,59425,2025-04-30 13:05:00,A,2953
23864,59428,2026-08-03 16:32:00,A,2232
23865,59430,2024-12-08 15:12:00,C,3840
23866,59431,2025-04-17 08:18:00,C,6399
23867,59433,2025-11-05 20:14:00,A,1275
23868,59434,2024-06-03 20:46:00,B,7855
23869,59441,2025-04-08 02:23:00,A,1051
23870,59446,2025-10-30 20:07:00,C,148
23871,59447,2024-08-10 20:18:00,A,3938
23872,59450,2026-06-22 16:47:00,C,957
23873,59451,2025-05-02 22:40:00,A,420
23874,59454,2025-07-31 12:48:00,C,7152
23875,59458,2026-05-19 09:49:00,B,544
23876,59462,2025-02-25 23:40:00,B,7340
23877,59463,2026-05-22 08:16:00,B,550
23878,59465,2026-07-31 23:06:00,A,5685
23879,59468,2024-11-13 07:12:00,A,5848
23880,59470,2025-10-22 04:47:00,A,7762
23881,59473,2026-01-03 08:39:00,A,3686
23882,59474,2024-05-31 23:31:00,A,3309
23883,59477,2024-06-27 22:10:00,C,3427
23884,59478,2025-04-27 13:46:00,C,4851
23885,59480,2025-04-27 23:58:00,C,549
23886,59481,2024-11-19 02:12:00,B,7538
23887,59484,2024-05-20 02:45:00,A,6395
23888,59487,2024-03-27 23:39:00,A,1589
23889,59488,2026-02-21 10:33:00,A,1841
23890,59490,2025-12-04 14:49:00,A,4061
23891,59495,2025-07-13 10:18:00,A,4787
23892,59497,2025-05-18 11:02:00,A,1252
23893,59505,2024-09-26 11:08:00,A,5885
23894,59510,2025-03-18 13:14:00,A,5048
23895,59514,2026-06-23 17:41:00,A,6546
23896,59517,2026-07-28 16:20:00,B,3599
23897,59519,2024-04-13 07:52:00,A,1930
23898,59521,2024-07-05 02:28:00,A,5768
23899,59526,2024-05-28 20:08:00,B,5249
23900,59529,2026-03-25 22:34:00,A,3263
23901,59532,2025-07-07 17:16:00,A,6688
23902,59538,2024-09-23 06:16:00,B,517
23903,59540,2024-06-06 13:07:00,A,4884
23904,59546,2025-04-12 08:43:00,C,4814
23905,59547,2025-11-11 23:12:00,A,4998
23906,59549,2025-10-04 08:32:00,B,6474
23907,59550,2024-06-15 02:53:00,C,7959
23908,59551,2024-06-24 12:18:00,A,3457
23909,59553,2026-08-15 00:47:00,C,5589
23910,59554,2025-11-12 11:58:00,A,1051
23911,59556,2025-10-14 23:20:00,A,1904
23912,59557,2024-12-30 22:19:00,A,2611
23913,59559,2026-07-18 16:35:00,C,1858
23914,59561,2026-01-18 00:21:00,C,5280
23915,59562,2025-12-18 01:55:00,A,1740
23916,59564,2026-01-10 05:49:00,A,3816
23917,59579,2026-02-22 15:15:00,A,6943
23918,59580,2026-02-07 17:39:00,C,3747
23919,59582,2024-10-21 18:10:00,A,1307
23920,59584,2026-06-02 02:36:00,A,2108
23921,59588,2026-07-27 22:11:00,B,7415
23922,59590,2026-02-07 21:38:00,B,1342
23923,59592,2024-05-05 02:33:00,A,1956
23924,59596,2024-09-14 05:02:00,B,279
23925,59600,2024-11-13 15:38:00,C,7062
23926,59601,2024-07-17 21:08:00,A,3623
23927,59606,2025-03-21 16:22:00,A,4838
23928,59611,2025-08-25 07:16:00,B,5330
23929,59613,2025-03-11 07:29:00,A,4220
23930,59617,2026-06-16 13:46:00,A,7884
23931,59618,2026-01-09 02:04:00,C,6641
23932,59619,2025-06-08 20:43:00,A,6550
23933,59621,2024-03-27 22:17:00,A,5782
23934,59623,2024-03-02 06:02:00,A,7298
23935,59625,2025-09-19 12:59:00,A,328
23936,59626,2024-04-24 15:02:00,B,3281
23937,59627,2024-09-05 09:25:00,B,7551
23938,59628,2026-05-08 17:18:00,A,224
23939,59629,2025-01-25 11:36:00,C,5417
23940,59630,2025-01-23 10:18:00,B,5950
23941,59632,2026-01-11 13:47:00,A,2862
23942,59633,2026-03-31 08:43:00,B,6090
23943,59635,2025-01-09 05:49:00,A,437
23944,59636,2024-04-21 12:06:00,A,7569
23945,59637,2025-04-08 19:47:00,A,6557
23946,59638,2024-08-06 01:19:00,C,2561
23947,59640,2025-02-02 08:26:00,A,817
23948,59643,2026-08-09 17:32:00,A,6593
23949,59644,2024-07-17 18:39:00,A,1288
23950,59649,2026-01-11 23:36:00,A,5647
23951,59650,2026-07-05 06:17:00,A,6305
23952,59651,2026-03-04 08:54:00,A,871
23953,59653,2024-07-03 12:21:00,C,3491
23954,59654,2026-08-29 07:26:00,A,6352
23955,59657,2025-10-22 07:49:00,C,1649
23956,59659,2026-08-01 10:31:00,A,531
23957,59660,2025-09-23 14:51:00,C,2083
23958,59662,2024-11-11 02:28:00,B,5494
23959,59665,2024-06-10 11:12:00,C,3281
23960,59667,2024-12-21 23:46:00,C,124
23961,59669,2026-03-03 21:54:00,A,3196
23962,59670,2026-06-05 18:28:00,A,4111
23963,59671,2024-11-18 13:01:00,A,4452
23964,59678,2024-12-11 16:37:00,C,1598
23965,59679,2025-07-25 06:47:00,A,6147
23966,59680,2025-09-28 06:06:00,A,6818
23967,59682,2025-10-07 03:01:00,A,4747
23968,59683,2026-02-04 20:00:00,B,5250
23969,59684,2025-01-27 14:11:00,A,2061
23970,59686,2025-10-27 20:49:00,A,407
23971,59689,2026-01-31 02:42:00,B,6587
23972,59690,2025-10-27 15:23:00,B,3149
23973,59693,2025-08-25 08:34:00,A,1988
23974,59698,2026-03-24 06:12:00,C,3418
23975,59704,2026-07-22 06:36:00,B,3206
23976,59707,2026-03-08 17:31:00,A,2955
23977,59708,2024-11-25 10:55:00,A,1554
23978,59709,2024-12-06 05:06:00,A,2573
23979,59716,2025-03-16 10:56:00,A,7652
23980,59718,2026-04-30 13:27:00,A,6961
23981,59720,2024-10-18 23:20:00,C,2673
23982,59722,2025-06-15 10:36:00,A,7693
23983,59723,2025-03-31 14:37:00,C,3559
23984,59725,2025-12-12 05:01:00,A,97
23985,59726,2024-11-20 18:15:00,A,3697
23986,59728,2026-08-15 14:41:00,A,3455
23987,59729,2025-02-25 12:14:00,A,6349
23988,59731,2026-06-30 00:02:00,A,6295
23989,59734,2026-04-03 06:44:00,A,6892
23990,59740,2025-01-21 04:56:00,C,4963
23991,59742,2026-06-29 04:57:00,A,4745
23992,59743,2025-07-20 16:05:00,A,1837
23993,59746,2025-11-12 08:58:00,B,7268
23994,59748,2025-01-26 04:24:00,A,1760
23995,59751,2024-05-17 17:42:00,A,7314
23996,59753,2026-01-20 00:42:00,A,7558
23997,59754,2025-06-07 21:50:00,A,7688
23998,59755,2024-08-31 01:26:00,C,1141
23999,59757,2024-06-08 18:07:00,B,5224
24000,59759,2024-03-22 12:38:00,B,2818
24001,59762,2026-08-07 20:09:00,A,2278
24002,59764,2024-03-26 14:48:00,A,5224
24003,59765,2024-10-03 02:13:00,B,2096
24004,59768,2024-06-05 10:58:00,A,6915
24005,59771,2025-12-20 10:30:00,A,502
24006,59780,2024-06-09 01:55:00,B,6498
24007,59781,2025-05-19 14:00:00,B,403
24008,59786,2025-10-22 03:02:00,B,1113
24009,59791,2024-04-02 14:29:00,A,166
24010,59792,2024-11-26 20:07:00,B,2464
24011,59793,2024-11-15 20:09:00,B,6705
24012,59794,2026-07-23 13:35:00,A,3665
24013,59798,2024-05-26 07:00:00,B,5396
24014,59800,2025-10-04 23:53:00,C,863
24015,59802,2025-09-30 14:52:00,A,649
24016,59803,2025-03-16 00:52:00,B,998
24017,59804,2025-11-16 22:33:00,A,5103
24018,59805,2025-07-16 14:14:00,A,2407
24019,59807,2025-05-19 15:45:00,B,126
24020,59811,2025-07-27 16:25:00,B,228
24021,59816,2024-12-26 23:06:00,A,1259
24022,59820,2025-07-17 20:08:00,C,1045
24023,59821,2025-06-21 08:23:00,A,6161
24024,59828,2025-07-15 13:08:00,A,4072
24025,59829,2025-12-12 17:22:00,A,6684
24026,59830,2026-04-14 12:06:00,B,4036
24027,59831,2024-12-31 01:01:00,A,2435
24028,59832,2025-11-27 12:34:00,A,4138
24029,59833,2024-11-04 01:26:00,B,95
24030,59834,2025-11-28 03:10:00,C,4351
24031,59837,2025-08-07 11:28:00,B,1582
24032,59842,2025-09-03 12:02:00,A,938
24033,59849,2025-02-24 17:42:00,A,4226
24034,59851,2024-07-14 18:38:00,B,258
24035,59852,2026-03-19 02:45:00,A,6956
24036,59854,2025-11-07 23:49:00,B,4926
24037,59855,2024-04-25 08:06:00,C,3791
24038,59857,2026-06-17 03:59:00,A,7286
24039,59858,2025-10-04 07:38:00,A,1859
24040,59860,2025-11-24 13:03:00,B,4875
24041,59863,2024-10-15 23:57:00,A,5281
24042,59864,2024-05-23 23:43:00,A,3849
24043,59867,2026-05-13 09:56:00,A,5543
24044,59868,2026-02-16 17:26:00,A,3141
24045,59870,2025-09-21 19:22:00,A,6760
24046,59873,2024-12-18 10:17:00,A,3286
24047,59874,2024-12-16 08:15:00,B,3274
24048,59875,2025-02-19 01:40:00,A,2857
24049,59878,2026-07-02 18:38:00,B,7334
24050,59883,2024-03-29 18:36:00,A,5555
24051,59884,2026-05-22 20:53:00,A,287
24052,59885,2024-04-25 15:56:00,A,2782
24053,59891,2026-07-14 15:16:00,B,2506
24054,59893,2025-07-11 09:27:00,B,7660
24055,59895,2026-02-02 16:59:00,A,489
24056,59896,2025-11-18 13:20:00,A,1795
24057,59897,2026-06-29 00:50:00,A,908
24058,59898,2026-07-17 09:21:00,C,3589
24059,59901,2025-12-25 05:07:00,A,5052
24060,59902,2026-04-30 20:02:00,A,5836
24061,59903,2026-02-27 04:50:00,C,7303
24062,59905,2024-08-31 14:50:00,C,682
24063,59909,2026-03-14 14:41:00,C,936
24064,59910,2025-09-19 23:27:00,A,3757
24065,59911,2024-04-23 21:20:00,A,3593
24066,59913,2025-06-24 13:11:00,A,1329
24067,59914,2025-02-07 05:42:00,A,6923
24068,59915,2026-04-23 21:49:00,A,7778
24069,59922,2024-02-24 02:12:00,A,7945
24070,59923,2024-10-07 22:28:00,C,3534
24071,59926,2024-08-16 14:16:00,A,6556
24072,59928,2024-11-28 01:20:00,A,2581
24073,59929,2026-06-08 15:38:00,A,2387
24074,59931,2025-10-28 00:03:00,A,5763
24075,59933,2025-08-26 05:03:00,A,4596
24076,59934,2025-12-03 04:38:00,A,7675
24077,59936,2026-02-09 21:23:00,C,5870
24078,59939,2024-11-08 18:42:00,C,3690
24079,59940,2026-03-17 18:55:00,B,4394
24080,59941,2024-05-26 01:18:00,A,721
24081,59943,2024-07-27 09:55:00,A,3399
24082,59944,2025-07-26 00:02:00,C,5415
24083,59945,2026-03-22 14:57:00,C,5129
24084,59947,2026-01-02 07:04:00,A,1987
24085,59949,2025-07-28 19:04:00,B,7303
24086,59950,2024-05-18 17:22:00,B,2791
24087,59951,2024-07-28 19:30:00,B,5422
24088,59955,2024-08-26 01:44:00,A,538
24089,59956,2026-03-17 10:04:00,C,4700
24090,59962,2025-11-19 16:08:00,A,6222
24091,59963,2025-05-30 20:57:00,A,5761
24092,59964,2025-05-10 13:56:00,A,301
24093,59965,2026-09-19 05:43:00,A,4616
24094,59974,2025-11-28 23:24:00,C,3543
24095,59975,2024-09-24 01:30:00,A,2326
24096,59976,2025-12-13 19:38:00,A,6446
24097,59977,2025-02-11 01:19:00,A,69
24098,59978,2026-06-03 19:55:00,A,1153
24099,59979,2026-05-14 09:30:00,A,6803
24100,59981,2024-11-03 17:39:00,A,3086
24101,59989,2025-08-18 11:08:00,B,6844
24102,59994,2026-08-23 11:30:00,A,7936
24103,59995,2026-06-20 12:43:00,A,7664
24104,59997,2025-08-08 05:29:00,A,1064
24105,60000,2025-08-16 19:01:00,B,3024
24106,60002,2024-07-13 02:10:00,A,3695
24107,60004,2026-07-09 13:04:00,C,6387
24108,60006,2026-09-26 01:09:00,C,2752
24109,60008,2026-08-18 09:35:00,A,3558
24110,60016,2024-10-18 09:05:00,C,3054
24111,60017,2026-02-03 02:06:00,A,505
24112,60018,2025-03-26 07:12:00,C,4270
24113,60019,2024-06-01 13:44:00,A,5931
24114,60020,2024-12-03 08:24:00,C,3988
24115,60023,2026-04-27 17:46:00,A,7296
24116,60025,2026-03-13 01:28:00,A,5402
24117,60029,2024-05-08 19:40:00,C,5610
24118,60032,2026-08-09 19:23:00,C,3298
24119,60034,2024-05-15 08:12:00,A,1400
24120,60036,2025-04-15 18:48:00,A,1989
24121,60038,2024-09-20 10:32:00,C,6054
24122,60039,2025-11-17 11:48:00,B,1066
24123,60040,2025-12-27 04:46:00,C,4112
24124,60044,2026-02-13 19:53:00,A,6919
24125,60045,2025-04-08 11:13:00,B,237
24126,60049,2025-02-18 02:18:00,A,1560
24127,60050,2026-02-23 01:43:00,C,3677
24128,60054,2024-10-19 16:08:00,A,3658
24129,60055,2025-10-11 22:17:00,B,3781
24130,60056,2025-08-31 15:42:00,A,4719
24131,60057,2025-07-20 07:33:00,A,5962
24132,60060,2024-07-19 02:10:00,A,6395
24133,60062,2025-01-30 17:36:00,C,6920
24134,60063,2026-03-28 21:42:00,A,6603
24135,60064,2026-07-27 06:21:00,A,1167
24136,60066,2025-04-25 21:47:00,A,4241
24137,60068,2026-07-15 03:16:00,A,809
24138,60069,2024-12-06 19:50:00,C,1004
24139,60070,2024-10-06 15:34:00,A,7271
24140,60072,2024-11-20 10:10:00,A,676
24141,60073,2025-08-19 06:23:00,A,6384
24142,60075,2024-11-01 19:02:00,A,7309
24143,60077,2026-05-26 03:21:00,A,208
24144,60079,2024-06-09 15:25:00,A,4048
24145,60082,2025-03-20 08:06:00,C,6071
24146,60089,2024-12-05 20:49:00,C,1338
24147,60091,2026-05-31 08:01:00,C,7931
24148,60097,2024-10-28 12:16:00,C,6182
24149,60099,2025-12-19 15:10:00,A,4153
24150,60102,2026-05-24 03:30:00,C,4586
24151,60106,2024-07-13 08:34:00,A,1577
24152,60108,2026-01-16 17:26:00,A,5955
24153,60111,2025-07-09 18:48:00,A,2130
24154,60115,2026-01-02 07:19:00,A,3201
24155,60116,2025-11-02 17:48:00,A,903
24156,60117,2025-02-06 21:18:00,A,2761
24157,60119,2024-06-30 01:10:00,B,870
24158,60120,2025-11-08 08:46:00,C,3130
24159,60123,2025-09-02 19:59:00,A,7661
24160,60125,2025-06-22 09:06:00,A,1868
24161,60127,2025-05-19 06:46:00,A,3221
24162,60130,2026-07-28 15:56:00,A,3822
24163,60131,2026-07-31 02:09:00,C,7790
24164,60133,2026-06-24 04:02:00,A,5351
24165,60135,2026-05-10 01:41:00,C,7768
24166,60140,2024-06-28 09:25:00,A,1566
24167,60144,2026-01-17 19:29:00,A,6169
24168,60148,2026-01-02 15:36:00,B,1129
24169,60153,2025-12-24 01:33:00,C,1593
24170,60157,2026-06-29 14:02:00,B,1866
24171,60162,2024-11-09 22:54:00,C,4536
24172,60164,2025-03-11 22:00:00,A,3553
24173,60167,2026-09-07 12:55:00,B,2506
24174,60168,2026-07-19 05:33:00,B,6606
24175,60172,2024-10-22 20:45:00,A,1689
24176,60173,2024-11-06 18:15:00,A,6323
24177,60175,2024-12-31 17:20:00,C,7736
24178,60181,2024-06-30 14:37:00,C,2087
24179,60182,2025-01-22 23:30:00,A,7023
24180,60186,2025-01-13 08:11:00,A,3038
24181,60188,2025-07-05 12:14:00,C,5713
24182,60193,2025-10-05 03:04:00,A,5163
24183,60194,2024-10-02 12:23:00,C,7914
24184,60196,2026-08-01 12:42:00,C,4877
24185,60197,2025-05-02 04:51:00,A,1077
24186,60199,2024-04-13 01:42:00,A,7088
24187,60201,2024-07-16 10:26:00,B,3009
24188,60202,2025-07-22 10:44:00,A,6370
24189,60204,2026-03-30 00:26:00,A,4855
24190,60206,2026-03-26 07:44:00,A,522
24191,60207,2024-09-07 10:40:00,C,2632
24192,60209,2025-05-10 08:54:00,C,2487
24193,60210,2024-07-21 14:55:00,A,7201
24194,60212,2026-04-29 11:46:00,A,7853
24195,60213,2024-08-04 11:38:00,A,4904
24196,60215,2024-03-13 15:33:00,A,4929
24197,60221,2024-06-02 17:43:00,A,2451
24198,60223,2025-08-01 00:03:00,A,7539
24199,60225,2025-01-22 19:07:00,B,203
24200,60228,2026-03-06 23:01:00,B,3978
24201,60231,2026-07-04 23:35:00,B,5681
24202,60236,2025-02-02 09:43:00,A,2290
24203,60237,2026-03-17 18:29:00,C,6995
24204,60238,2025-09-08 18:57:00,C,5675
24205,60239,2025-12-29 16:32:00,A,1140
24206,60240,2025-04-12 09:17:00,A,6014
24207,60244,2024-06-28 18:33:00,A,634
24208,60245,2024-11-03 19:38:00,A,5328
24209,60247,2025-04-27 21:38:00,A,5380
24210,60248,2026-01-05 15:13:00,A,1133
24211,60254,2025-12-27 20:38:00,C,5959
24212,60256,2025-07-12 16:08:00,C,3234
24213,60257,2024-10-21 10:25:00,A,5087
24214,60261,2024-06-09 02:16:00,A,6407
24215,60264,2026-06-13 22:40:00,C,3935
24216,60270,2024-04-23 16:43:00,A,510
24217,60271,2024-06-21 04:05:00,A,1086
24218,60278,2026-03-15 10:51:00,A,2025
24219,60280,2025-07-17 21:14:00,A,4012
24220,60283,2026-08-18 07:39:00,A,1631
24221,60288,2025-05-12 21:24:00,C,442
24222,60292,2026-06-22 19:20:00,A,6493
24223,60294,2026-09-10 07:55:00,B,4609
24224,60295,2024-09-29 02:39:00,A,1514
24225,60297,2024-12-14 17:45:00,A,6421
24226,60298,2026-03-01 17:32:00,A,7818
24227,60300,2024-11-06 06:08:00,C,3006
24228,60302,2024-10-02 03:41:00,A,669
24229,60306,2026-06-09 10:40:00,A,1883
24230,60307,2026-01-10 19:26:00,B,3732
24231,60311,2025-12-21 11:54:00,A,4753
24232,60312,2026-07-11 15:15:00,A,1327
24233,60313,2026-05-11 07:05:00,A,2303
24234,60317,2025-05-15 22:31:00,A,3823
24235,60320,2025-01-12 05:12:00,A,2646
24236,60325,2026-09-18 06:35:00,A,819
24237,60327,2025-10-01 21:22:00,A,2736
24238,60328,2025-02-18 11:28:00,C,5719
24239,60329,2025-09-04 09:29:00,C,3728
24240,60330,2026-04-23 10:31:00,A,246
24241,60332,2025-02-23 20:31:00,A,236
24242,60334,2024-10-18 13:03:00,B,3339
24243,60336,2026-01-09 11:49:00,C,6050
24244,60337,2026-01-01 13:06:00,C,1154
24245,60338,2025-04-04 21:48:00,B,4356
24246,60339,2024-05-10 20:40:00,A,3929
24247,60346,2024-07-10 13:07:00,A,7501
24248,60347,2024-08-16 22:03:00,A,5684
24249,60351,2025-06-12 20:52:00,A,7692
24250,60355,2025-06-17 20:19:00,A,1705
24251,60358,2024-02-09 15:14:00,A,4495
24252,60362,2026-02-24 14:00:00,A,5813
24253,60363,2024-10-22 01:55:00,A,3087
24254,60368,2024-06-28 10:49:00,A,4966
24255,60371,2025-07-23 07:29:00,A,6879
24256,60377,2024-11-11 19:50:00,A,4407
24257,60380,2025-02-12 14:54:00,A,4283
24258,60383,2025-10-06 16:43:00,A,4634
24259,60385,2024-04-13 01:15:00,B,1451
24260,60389,2025-03-13 10:43:00,A,5420
24261,60401,2025-09-04 12:51:00,A,3765
24262,60402,2025-06-09 06:05:00,A,7672
24263,60403,2026-01-17 11:38:00,C,949
24264,60405,2024-12-31 18:39:00,A,5058
24265,60406,2026-02-22 08:14:00,A,2917
24266,60407,2024-09-13 20:52:00,C,4957
24267,60408,2025-04-30 00:44:00,A,1704
24268,60409,2025-06-03 14:13:00,C,3533
24269,60410,2025-10-04 20:50:00,A,3068
24270,60413,2026-02-27 20:02:00,A,800
24271,60415,2026-09-05 15:54:00,A,1411
24272,60417,2024-04-30 05:24:00,A,4916
24273,60418,2025-05-29 20:54:00,C,4965
24274,60423,2026-08-13 21:29:00,A,2543
24275,60425,2024-10-16 10:28:00,A,2272
24276,60426,2025-01-30 20:27:00,C,7175
24277,60427,2025-01-26 00:07:00,A,7711
24278,60429,2024-08-01 15:28:00,B,6270
24279,60431,2026-03-18 14:25:00,A,4066
24280,60432,2025-03-31 01:00:00,A,5278
24281,60433,2025-10-02 02:33:00,C,4345
24282,60435,2025-11-13 00:57:00,A,3062
24283,60437,2026-02-02 06:48:00,C,898
24284,60438,2025-10-19 05:37:00,C,1832
24285,60439,2024-05-03 03:59:00,B,5031
24286,60442,2026-05-22 16:10:00,A,3919
24287,60444,2024-05-22 20:51:00,A,3847
24288,60445,2024-08-18 22:47:00,B,5987
24289,60446,2024-04-13 13:04:00,A,1147
24290,60448,2026-03-23 01:37:00,A,182
24291,60451,2025-12-05 23:27:00,A,391
24292,60453,2025-12-16 22:47:00,B,7643
24293,60454,2026-08-09 16:32:00,A,6393
24294,60455,2024-07-27 06:51:00,A,2650
24295,60459,2025-03-26 03:11:00,C,2548
24296,60461,2026-09-26 05:30:00,A,320
24297,60463,2026-09-07 00:21:00,C,8
24298,60465,2026-02-20 22:39:00,A,5356
24299,60468,2025-11-12 14:46:00,A,244
24300,60469,2025-06-29 12:24:00,B,5246
24301,60474,2025-08-31 18:17:00,A,6981
24302,60475,2024-06-18 11:00:00,A,4746
24303,60476,2025-10-03 06:55:00,B,7634
24304,60479,2026-04-28 21:04:00,C,727
24305,60480,2026-01-02 16:00:00,B,634
24306,60481,2024-07-11 07:24:00,A,6674
24307,60482,2025-12-18 10:30:00,A,4539
24308,60484,2025-06-05 04:25:00,B,7707
24309,60487,2025-10-02 05:43:00,A,4414
24310,60488,2025-07-28 20:12:00,C,1341
24311,60490,2024-05-08 12:31:00,A,1398
24312,60495,2025-03-07 01:01:00,A,1661
24313,60496,2025-08-03 19:16:00,A,1866
24314,60498,2026-01-11 09:32:00,A,3069
24315,60499,2024-03-24 17:34:00,C,354
24316,60501,2026-08-01 16:50:00,A,4982
24317,60503,2025-06-27 06:47:00,A,1542
24318,60505,2026-01-14 20:55:00,A,5577
24319,60506,2024-05-25 14:18:00,A,1375
24320,60511,2026-04-27 17:42:00,C,119
24321,60516,2025-09-07 18:33:00,C,2084
24322,60517,2024-11-10 21:55:00,B,4909
24323,60518,2025-03-31 13:52:00,A,6578
24324,60519,2025-08-20 15:12:00,C,7136
24325,60520,2024-11-01 19:08:00,B,4102
24326,60523,2025-12-09 22:50:00,A,780
24327,60533,2024-11-02 13:32:00,A,7896
24328,60536,2024-08-21 08:24:00,A,6414
24329,60538,2024-09-16 10:15:00,B,6014
24330,60539,2024-09-10 01:59:00,A,3551
24331,60543,2025-04-09 12:25:00,B,2544
24332,60544,2024-06-12 07:43:00,A,1259
24333,60547,2025-05-18 22:59:00,A,501
24334,60548,2025-10-09 12:27:00,A,5290
24335,60549,2024-07-27 16:02:00,C,3618
24336,60550,2026-01-27 22:24:00,A,5408
24337,60553,2024-11-21 11:22:00,A,2666
24338,60555,2026-01-07 13:36:00,A,6117
24339,60558,2026-02-17 17:49:00,B,4320
24340,60563,2024-12-16 18:44:00,A,4521
24341,60564,2024-05-13 16:04:00,A,4144
24342,60565,2025-02-27 05:32:00,A,5697
24343,60570,2025-07-08 18:42:00,B,1134
24344,60571,2026-06-20 14:50:00,B,5935
24345,60572,2024-11-14 15:26:00,C,3355
24346,60574,2024-10-18 11:46:00,B,6752
24347,60577,2025-11-22 21:24:00,C,7507
24348,60580,2025-05-17 13:12:00,C,1908
24349,60581,2025-05-11 03:35:00,A,2219
24350,60583,2024-05-01 21:07:00,C,3997
24351,60584,2024-12-04 01:59:00,C,3752
24352,60586,2025-03-03 16:25:00,A,5970
24353,60588,2024-07-29 09:14:00,B,4304
24354,60589,2025-10-20 23:50:00,A,7745
24355,60591,2025-05-01 04:15:00,A,4984
24356,60592,2026-06-08 00:30:00,A,1388
24357,60600,2025-05-23 13:41:00,C,6801
24358,60602,2026-05-27 01:51:00,B,2115
24359,60605,2025-10-12 07:26:00,B,841
24360,60610,2025-09-20 00:49:00,A,3848
24361,60613,2026-01-25 13:00:00,B,3951
24362,60614,2025-01-12 03:22:00,A,6731
24363,60615,2026-07-15 18:19:00,A,5923
24364,60616,2024-06-14 06:56:00,A,7472
24365,60617,2024-07-10 00:27:00,A,7082
24366,60619,2026-08-31 21:28:00,A,6042
24367,60620,2025-10-24 15:44:00,A,1446
24368,60621,2026-08-26 00:23:00,A,7731
24369,60625,2024-04-08 14:30:00,B,5373
24370,60631,2025-09-04 13:31:00,A,6055
24371,60633,2026-09-22 01:05:00,B,898
24372,60636,2025-06-16 10:37:00,A,7956
24373,60638,2026-06-30 10:48:00,A,1963
24374,60640,2024-08-11 00:20:00,A,7905
24375,60641,2026-01-01 09:09:00,B,5171
24376,60647,2025-03-31 04:13:00,A,5107
24377,60650,2024-06-05 04:56:00,A,5766
24378,60652,2026-01-27 15:02:00,A,6969
24379,60657,2025-07-26 14:38:00,B,1110
24380,60661,2025-04-25 07:02:00,A,3003
24381,60663,2024-11-01 11:19:00,B,786
24382,60666,2025-09-03 23:24:00,C,6092
24383,60668,2024-04-14 07:37:00,A,6533
24384,60669,2024-11-25 03:56:00,A,4347
24385,60672,2024-10-01 14:40:00,A,125
24386,60674,2024-04-05 21:34:00,B,2503
24387,60675,2025-02-09 01:50:00,A,1767
24388,60677,2026-08-04 11:14:00,A,3519
24389,60678,2025-09-22 16:11:00,A,2832
24390,60680,2026-05-27 12:06:00,A,7713
24391,60681,2025-03-31 04:46:00,A,5450
24392,60682,2026-04-11 15:20:00,A,7070
24393,60684,2025-09-02 04:59:00,A,6247
24394,60685,2025-01-27 21:16:00,A,6017
24395,60687,2025-08-03 21:43:00,B,5716
24396,60691,2026-08-04 01:16:00,A,215
24397,60692,2024-10-04 15:53:00,A,4939
24398,60693,2025-06-15 01:21:00,A,7254
24399,60694,2024-07-25 01:58:00,B,7137
24400,60697,2025-01-04 03:54:00,A,6162
24401,60698,2024-04-06 10:58:00,A,5803
24402,60701,2026-07-10 00:32:00,C,3739
24403,60702,2025-04-19 20:08:00,C,5178
24404,60707,2024-12-09 08:42:00,A,3849
24405,60710,2024-07-25 06:23:00,A,632
24406,60714,2025-06-14 05:06:00,A,4405
24407,60728,2024-11-26 07:28:00,A,1526
24408,60731,2025-08-19 06:34:00,A,4503
24409,60732,2024-02-25 08:33:00,A,7987
24410,60734,2024-12-11 10:51:00,A,2585
24411,60735,2025-04-18 19:06:00,A,1960
24412,60736,2025-10-31 20:48:00,C,4204
24413,60737,2024-10-08 13:08:00,A,5624
24414,60738,2025-11-08 06:40:00,C,2916
24415,60740,2025-08-26 18:24:00,A,984
24416,60750,2024-05-15 06:41:00,A,578
24417,60757,2024-06-06 20:45:00,C,1052
24418,60759,2026-02-24 02:35:00,A,38
24419,60760,2026-09-25 14:48:00,A,2584
24420,60761,2024-05-02 02:59:00,A,1715
24421,60762,2025-05-07 13:54:00,C,2489
24422,60767,2026-02-08 06:12:00,A,2999
